ID_kinopoisk;screens;budget;age_R;time;box_budget;rating;box;views;rezult;rezult4
4961823;1761;79817750;6;90;0,29;6,75;31000000;161000;0;0
4693268;465;39142060;16;88;0,33;6,5;13000000;46000;0;0
4999582;1076;79817750;12;98;0,29;6,83;13000000;50000;0;0
1403069;1890;77000000;12;87;0,84;5,24;65000000;264000;0;0
1392757;695;60500000;12;90;0,15;7,1;9100000;36000;0;0
5042126;708;79817750;16;100;0,29;6,43;6900000;26000;0;0
4517052;1867;60600000;6;89;1,02;7,47;62000000;284000;0;1
1256273;124;61538461;12;100;0,01;5,75;819000;3600;0;0
5034524;920;79817750;18;122;0,29;5,99;73000000;26000;0;0
1395858;125;79817750;16;117;0,29;5,79;978000;3500;0;0
572553;13;79817750;6;108;0,29;8,03;17000;105;0;0
4522328;796;58093255;12;86;1,41;6,55;82000000;30000;0;1
4518842;1736;79817750;0;85;0,29;8,11;97000000;448000;0;0
;1979;60150000;6;88;1,91;7,4;115000000;483000;0;1
5042646;2000;79817750;0;46;0,29;0;17000000;95000;0;0
5042247;238;79817750;16;70;0,29;0;11000000;4600;0;0
4934473;37;4000000;12;60;0,07;8,31;289000;1700;0;0
2000101;1134;80000000;12;106;0,69;6,1;55000000;208000;0;0
4624744;63;38500000;12;87;0,01;6,42;568000;4000;0;0
4518317;540;50000000;16;84;0,38;5,97;19000000;67000;0;0
4680791;492;79817750;18;102;0,29;6,53;81000000;29000;0;0
4680804;205;45500000;18;101;0,06;5,8;2900000;8600;0;0
1282100;16;79817750;16;108;0,29;6,25;24000;81;0;0
1445165;2064;330000000;12;96;0,44;4,45;144000000;546000;0;0
4999693;1618;79817750;18;80;0,29;6,22;91000000;32000;0;0
1399249;209;61000000;18;115;0,33;7,21;20000000;6900;0;0
2000127;393;60203250;16;80;1,35;6,37;81000000;27000;0;1
5075871;224;79817750;6;90;0,29;5,05;51000000;9500;0;0
4528694;85;45121156;18;91;0,14;5,32;6400000;11000;0;0
916069;29;79817750;16;133;0,29;7,19;547000;1400;0;0
4489530;1526;53975000;12;89;0,44;7,42;24000000;90000;0;0
4400160;596;83403768;18;101;0,11;5,86;9200000;32000;0;0
5047455;34;79817750;16;93;0,29;6,46;48000;137;0;0
5119760;26;2500000;12;90;6;0;15000000;46000;1;3
1045585;2112;714350100;16;159;1,31;6,72;937000000;3100000;0;1
4739575;317;2000000;18;78;1,9;6;3800000;13000;0;1
984365;1672;79817750;16;90;0,29;4,68;70000000;253000;0;0
5021585;1715;49942474;6;89;2,88;6,19;144000000;648000;1;2
1451292;471;79817750;16;97;0,29;6,98;12000000;43000;0;0
4322004;207;139885000;16;125;0,02;6,66;3400000;11000;0;0
5117212;17;79817750;12;71;0,29;4,89;132000;608;0;0
1445164;1748;265337140;6;90;0,6;6,01;158000000;662000;0;0
1445162;2034;350000000;6;90;0,51;7,57;180000000;817000;0;0
1398953;2014;389086330;12;105;0,61;6,22;238000000;860000;0;0
4530500;73;62000000;6;84;0,06;0;3700000;18000;0;0
1443813;58;38000000;18;84;0,03;6,14;1200000;3900;0;0
4381764;137;100000000;16;108;0,01;6,61;1400000;4100;0;0
1344504;17;37878788;18;84;0,02;6,28;825000;3000;0;0
1399052;227;167378000;16;118;0,02;5,42;2700000;9100;0;0
5160746;24;1500000;16;80;4,2;0;6300000;22000;1;3
4933779;4;79817750;16;52;0,29;8,5;88000;518;0;0
1043835;12;79817750;16;26;0,29;0;182000;1100;0;0
4959314;15;79817750;12;55;0,29;8,46;172000;971;0;0
4660300;1094;79817750;16;116;0,29;6,9;20000000;73000;0;0
1328028;369;79817750;16;84;0,29;4,4;2400000;9100;0;0
4639557;1654;93000000;18;98;1,89;5,9;176000000;586000;0;1
5116673;1789;175000000;12;112;1,57;7;275000000;1200000;0;1
5074909;39;32000000;18;72;0,02;6;554000;1700;0;0
1162851;380;54687500;6;105;0,06;7,3;3400000;15000;0;0
1008397;1990;79817750;12;97;0,29;5,2;71000000;289000;0;0
4559710;1093;79817750;16;106;0,29;7,1;27000000;87000;0;0
4837786;105;79817750;16;85;0,29;5,2;1200000;4200;0;0
4321128;151;37700000;18;90;0,02;5,4;841000;3000;0;0
4388687;309;37719900;16;86;0,09;6,2;3500000;12000;0;0
4694772;56;79817750;18;63;0,29;6,3;196000;868;0;0
5016804;222;79817750;18;87;0,29;6,3;1100000;3800;0;0
5088766;2008;250000000;6;81;0,34;6,2;85000000;354000;0;0
5047298;1003;79817750;16;87;0,29;6,6;20000000;68000;0;0
900055;325;90000000;16;102;0,04;6,7;3400000;11000;0;0
5126797;1122;48828125;12;89;0,29;7,6;14000000;54000;0;0
1410951;434;79817750;16;104;0,29;5,2;4200000;17000;0;0
4853046;2088;79817750;6;72;0,29;4,4;42000000;189000;0;0
4856074;1480;79817750;16;80;0,29;5,9;32000000;114000;0;0
2000121;184;65068701;16;82;0,03;7,4;1800000;5500;0;0
4710763;1033;79817750;12;80;0,29;5,9;15000000;57000;0;0
4661294;613;45000000;16;110;0,49;5,6;22000000;75000;0;0
5104424;59;79817750;12;115;0,29;6,8;4600000;14000;0;0
5133122;57;79817750;16;79;0,29;5,9;259000;1200;0;0
5074907;83;79817750;18;88;0,29;5,7;480000;1700;0;0
5066764;23;79817750;16;94;0,29;6,2;222000;621;0;0
5195073;45;21477065;16;90;0,06;6,3;1300000;3400;0;0
4958223;2018;150000000;12;94;3,9;4,9;585000000;1900000;1;3
4975736;1639;60000000;16;87;0,48;5,7;29000000;100000;0;0
4913135;405;79817750;18;99;0,29;5;2900000;10000;0;0
4625021;1439;75000000;16;86;0,37;6,3;28000000;100000;0;0
1435400;1934;350000000;6;88;0,33;7,9;115000000;483000;0;0
4901797;1578;60000000;12;80;1,4;5,7;84000000;297000;0;1
4474120;120;38500000;16;102;0,02;6;927000;3300;0;0
1392734;58;79817750;16;91;0,29;5,2;1700000;1700000;0;0
5149154;87;79817750;16;115;0,29;8,1;2400000;7000;0;0
4819385;54;53700000;16;80;0,01;5,6;342000;967;0;0
5189169;1864;79817750;0;22;0,29;8,5;109000000;499000;0;0
5023667;1913;95000000;12;108;5,45;6,1;518000000;1700000;1;3
5091614;1488;79817750;18;109;0,29;6;183000000;539000;0;0
1346357;2015;201000000;6;96;1,26;6,6;253000000;956000;0;1
1227997;1951;540000000;12;110;0,64;7,4;343000000;1100000;0;0
4694773;857;134229354;6;103;0,44;7,2;59000000;185000;0;0
4370148;2500;850000000;6;113;8,26;7,3;7020407894;23510559;1;3
4534033;654;200000000;18;100;0,11;6;22000000;65000;0;0
5230220;1166;50000000;0;53;0,2;6;9900000;50000;0;0
5074901;96;79817750;16;88;0,29;6;3400000;11000;0;0
5236779;1149;79817750;0;48;0,29;6;21000000;108000;0;0
5079139;56;79817750;12;94;0,29;7,3;1600000;4100;0;0
5129254;19;26000000;12;84;0;6;47000;206;0;0
4478721;100;79817750;16;84;0,29;6,2;1200000;3400;0;0
1101274;52;79817750;12;70;0,29;6;161000;711;0;0
5237750;61;30000000;12;124;0,33;8,3;10000000;34000;0;0
5249732;9;79817750;16;64;0,29;6;799000;3300;0;0
5045951;1978;150000000;16;89;1,99;6,5;299000000;857000;0;1
5047485;428;105000000;16;104;0,04;6,5;4500000;16000;0;0
1438922;363;35000000;16;90;0,07;5,8;2600000;11000;0;0
5245365;150;65500000;16;99;0,02;6;1400000;4400;0;0
5254553;33;1700000;12;75;1,71;6;2900000;10000;0;1
4533254;1681;80000000;16;109;1,98;6,9;158000000;510000;0;1
4682864;968;150000000;12;114;0,82;5,5;123000000;436000;0;0
5129333;43;1800000;18;79;0,39;6,3;707000;1700;0;0
4484927;2033;719000000;12;163;0,88;7,6;630000000;2100000;0;0
5189350;1647;65000000;18;107;4,17;5,4;271000000;806000;1;3
4756225;2132;179845450;6;75;0,63;7,4;113000000;475000;0;0
5246539;133;79817750;6;90;0,29;5,9;1900000;6500;0;0
5034460;21;79817750;18;82;0,29;5,9;135000;480;0;0
5253702;11;79817750;6;60;0,29;6;61000;218;0;0
5078980;33;2500000;6;95;2,8;6;7000000;22000;1;2
5077317;453;45000000;18;91;0,36;6,6;16000000;55000;0;0
1346359;800;160000000;18;100;0,61;6,9;97000000;303000;0;0
4937051;1855;38550000;12;95;3,09;4,5;119000000;427000;1;3
5034461;8;79817750;12;46;0,29;6,5;29000;100;0;0
5129306;188;79817750;12;70;0,29;6;3400000;26000;0;0
905033;2031;245000000;12;131;1,34;6;328000000;1100000;0;1
2000122;396;58500000;16;101;0,12;7,4;6900000;20000;0;0
5129252;1913;79817750;16;90;0,29;6,5;312000000;876000;0;0
4694776;150;104700000;16;98;0,03;5;3400000;11000;0;0
4686066;2032;193000000;16;110;2,48;7,8;478000000;1600000;1;2
5117304;1140;70000000;18;90;0,79;4,6;55000000;161000;0;0
5030860;15;79817750;12;81;0,29;6;18000;83;0;0
5101891;182;79817750;6;98;0,29;7,7;11000000;38000;0;0
5089031;683;86300000;18;92;0,16;4,5;14000000;48000;0;0
4729320;2104;165000000;6;90;2,76;6;454650603;1595307;1;2
9984436;29;79817750;12;105;0,29;6;7000000;21000;0;0
5126940;977;75000000;18;115;0,18;6,9;13779921;46744;0;0
4528911;474;92700000;12;88;0,13;5,9;12000000;48026;0;0
5246830;7;79817750;16;70;0,29;6;12000;62;0;0
4907586;2296;240871320;6;83;1,17;5,2;282172228;1200747;0;1
5104425;164;4500000;16;86;5,73;6,9;25782268;77773;1;3
4715474;1795;120000000;16;95;0,4;4,4;48009304;165120;0;0
5266955;51;79817750;12;52;0,29;6;238870;912;0;0
5140353;274;79817750;16;80;0,29;6;18000000;61000;0;0
5001203;34;79817750;18;97;0,29;5,6;218000;557;0;0
4493006;1656;39100000;12;91;0,52;6,3;20396022;75750;0;0
4400163;235;51790451;18;75;0,02;6;881000;2634;0;0
5059142;23;79817750;16;101;0,29;6;82000;245;0;0
5002368;66;79817750;18;120;0,29;6;496626;1411;0;0
5214412;432;37000000;16;90;0,03;6;992542;3347;0;0
